,results__bestsellers_date,results__published_date,results__display_name,results__normal_list_ends_at,results__books__rank,results__books__primary_isbn10,results__books__primary_isbn13,results__books__description,results__books__title,results__books__author
19612,4/6/2013,4/21/2013,,,7.0,1586489127,9.78159E+12,A revisionist account of economic history since the New Deal by President Reagan’s former budget director frames his account of the current crisis. ,GREAT DEFORMATION,David Stockman
19618,4/6/2013,4/21/2013,,,8.0,1451697244,9.78145E+12,"Reflections on marriage, motherhood, faith, addiction and recovery; from the author of the blog Momastery.com. ","CARRY ON, WARRIOR",Glennon Doyle Melton
19624,4/6/2013,4/21/2013,,,9.0,684864835,9.78068E+12,An Irish-American writer recalls his childhood amid the miseries of Limerick; originally published in 1996.,ANGELA'S ASHES,Frank McCourt
19630,4/6/2013,4/21/2013,,,10.0,,9.78006E+12,"Humorous stories from the “Twitter Mom,” now a Hollywood writer.",EVERYTHING IS PERFECT WHEN YOU'RE A LIAR,Kelly Oxford
19672,4/6/2013,4/21/2013,,,17.0,1400066115,9.7814E+12,"The developing reconciliation between the poet and her mother, who sent her to live with her grandmother in Arkansas at age 3.",MOM & ME & MOM,Maya Angelou
19687,4/6/2013,4/21/2013,,,19.0,230342116,9.78023E+12,The lessons of Silicon Valley’s innovative culture.,SECRETS OF SILICON VALLEY,Deborah Perry Piscione
19693,4/6/2013,4/21/2013,,,20.0,054784865X,9.78055E+12,"A review of research from psychology, neuroscience and medicine argues that addiction is a disease, not a crime; by the author of ""Beautiful Boy."" ",CLEAN,David Sheff
19729,2/8/2014,2/23/2014,,,4.0,307959473,9.78031E+12,The former defense secretary recounts his experience serving Presidents George W. Bush and Barack Obama during the wars in Iraq and Afghanistan.,DUTY,Robert M Gates
19753,2/8/2014,2/23/2014,,,8.0,62072226,9.78006E+12,A journalist examines how parenting has changed over the past half-century.,ALL JOY AND NO FUN,Jennifer Senior
19759,2/8/2014,2/23/2014,,,9.0,034553283X,9.78035E+12,A memoir explores the relationships between mothers and daughters.,GLITTER AND GLUE,Kelly Corrigan
19795,2/8/2014,2/23/2014,,,14.0,1594205469,9.78159E+12,Why some of America’s cultural groups are more likely to succeed. ,TRIPLE PACKAGE,Amy Chua and Jed Rubenfeld
19863,11/3/2012,11/18/2012,,,5.0,None,9.78035E+12,"In this memoir, the novelist describes how she transformed the pain of the loss of her son into an enriching campaign of service.",A GIFT OF HOPE,Danielle Steel
19869,11/3/2012,11/18/2012,,,6.0,1439191824,9.78144E+12,"A biography of Bruce Springsteen looks at his family, his music and his drive for fame and influence.",BRUCE,Peter Ames Carlin
19881,11/3/2012,11/18/2012,,,8.0,None,9.7811E+12,An investigation of the strange things human beings are willing to believe in.,LOST AT SEA,Jon Ronson
19887,11/3/2012,11/18/2012,,,9.0,307987302,9.78031E+12,The pop singer reminisces on his long career.,ROD,Rod Stewart
19893,11/3/2012,11/18/2012,,,10.0,1594204047,9.78159E+12,A history of American military command from World War II to the present.,GENERALS,Thomas E Ricks
19911,11/3/2012,11/18/2012,,,12.0,61865303,9.78006E+12,"Recollections, first published in 1999,  by the C.I.A. officer who helped six Americans escape from Tehran in 1980; he is played by Ben Affleck in the movie “Argo.”",THE MASTER OF DISGUISE,Antonio J Mendez with Malcolm McConnell
19917,11/3/2012,11/18/2012,,,13.0,159420411X,9.78159E+12,"An examination of predictions, the ones that come true and the ones that don’t.",THE SIGNAL AND THE NOISE,Nate Silver
19936,11/3/2012,11/18/2012,,,16.0,446583979,9.78045E+12,The mock pundit of Comedy Central’s “Colbert Report” tells how to bring America back from the brink.,AMERICA AGAIN,Stephen Colbert and others
19948,11/3/2012,11/18/2012,,,18.0,679645446,9.78068E+12,A Medal of Honor winner’s firsthand account of a crucial battle in the Afghan war.,INTO THE FIRE,Dakota Meyer and Bing West
19954,11/3/2012,11/18/2012,,,19.0,307961117,9.78031E+12,Conversations between the author and his mother as she was dying of cancer.,THE END OF YOUR LIFE BOOK CLUB,Will Schwalbe
19960,11/3/2012,11/18/2012,,,20.0,399159460,9.7804E+12,The rocker's off-the-wall memoir.,WAGING HEAVY PEACE,Neil Young
20026,9/10/2016,9/25/2016,,,9.0,1101982608,9.7811E+12,"Florida may be the Joke State, but Barry explains why he loves it.",BEST. STATE. EVER,Dave Barry
20032,9/10/2016,9/25/2016,,,10.0,735220778,9.78074E+12,A memoir by the great spy novelist.,THE PIGEON TUNNEL,John le Carré
20070,9/10/2016,9/25/2016,,,16.0,345544803,9.78035E+12,The attempt in the closing days of World War II to rescue purebred horses raised for Hitler.,THE PERFECT HORSE,Elizabeth Letts
20082,9/10/2016,9/25/2016,,,18.0,1501137042,9.7815E+12,"The president of Judicial Watch discusses Benghazi, Hillary Clinton’s emails and other (in the words of the subtitle) “secrets and lies” of the Obama administration.",CLEAN HOUSE,Tom Fitton
20154,10/27/2012,11/11/2012,,,10.0,1451620829,9.78145E+12,The Kiss drummer reflects on his life in rock.,MAKEUP TO BREAKUP,Peter Criss with Larry Sloman
20160,10/27/2012,11/11/2012,,,11.0,547564651,9.78055E+12,"An argument that the qualities that matter most have to do with character, not intelligence.",HOW CHILDREN SUCCEED,Paul Tough
20166,10/27/2012,11/11/2012,,,12.0,1594204098,9.78159E+12,The lives of the global elites in the wealthiest 0.1 percent and the consequences of increasing income stratification.,PLUTOCRATS,Chrystia Freeland
20184,10/27/2012,11/11/2012,,,14.0,None,9.78146E+12,A former equity derivatives executive offers his analysis of investment bank culture.,WHY I LEFT GOLDMAN SACHS,Greg Smith
20202,10/27/2012,11/11/2012,,,17.0,62127241,9.78006E+12,The rocker's memoir.,WHO I AM,Pete Townshend
20208,10/27/2012,11/11/2012,,,18.0,1451651120,9.78145E+12,Inside the debt-ceiling negotiations of 2011 with the Washington Post journalist.,THE PRICE OF POLITICS,Bob Woodward
20259,4/20/2013,5/5/2013,,,6.0,111845295X,9.78112E+12,"How feminine values of nurturing, listening and collaborating are redefining success for both genders.",ATHENA DOCTRINE,John Gerzema and Michael D’Antonio
20293,4/20/2013,5/5/2013,,,11.0,1451692706,9.78145E+12,"The athlete and fashion model discusses her marriage, relationship issues and aging gracefully.",MY FOOT IS TOO BIG FOR THE GLASS SLIPPER,Gabrielle Reece with Karen Karbo
